date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:53:54	25495/25495	---M-Z	200	added ('OK')	text/html	etag:%2205e93dc3f-0;gz%22	http://demo.auburnforest.com/html/bootcamp/bootcamp/course-list.html	C:/My%20Web%20Sites/bootcamp/demo.auburnforest.com/html/bootcamp/bootcamp/course-list.html	(from http://demo.auburnforest.com/html/bootcamp/bootcamp/)
10:53:54	21837/21837	---M-Z	200	added ('OK')	text/html	etag:%2205e93dc3f-0;gz%22	http://demo.auburnforest.com/html/bootcamp/bootcamp/course-path.html	C:/My%20Web%20Sites/bootcamp/demo.auburnforest.com/html/bootcamp/bootcamp/course-path.html	(from http://demo.auburnforest.com/html/bootcamp/bootcamp/)
10:53:55	51343/51343	---M-Z	200	added ('OK')	text/html	etag:%2205e93dc40-0;gz%22	http://demo.auburnforest.com/html/bootcamp/bootcamp/course-lesson.html	C:/My%20Web%20Sites/bootcamp/demo.auburnforest.com/html/bootcamp/bootcamp/course-lesson.html	(from http://demo.auburnforest.com/html/bootcamp/bootcamp/)
10:53:55	45309/45309	---M-Z	200	added ('OK')	text/html	etag:%2205e93dc3e-0;gz%22	http://demo.auburnforest.com/html/bootcamp/bootcamp/course-detail.html	C:/My%20Web%20Sites/bootcamp/demo.auburnforest.com/html/bootcamp/bootcamp/course-detail.html	(from http://demo.auburnforest.com/html/bootcamp/bootcamp/)
10:53:56	77702/77702	---M-Z	200	added ('OK')	text/html	etag:%2205e93dc3e-0;gz%22	http://demo.auburnforest.com/html/bootcamp/bootcamp/books.html	C:/My%20Web%20Sites/bootcamp/demo.auburnforest.com/html/bootcamp/bootcamp/books.html	(from http://demo.auburnforest.com/html/bootcamp/bootcamp/)
10:53:56	15314/15314	---M-Z	200	added ('OK')	text/html	etag:%2205e93dc3f-0;gz%22	http://demo.auburnforest.com/html/bootcamp/bootcamp/books-detail.html	C:/My%20Web%20Sites/bootcamp/demo.auburnforest.com/html/bootcamp/bootcamp/books-detail.html	(from http://demo.auburnforest.com/html/bootcamp/bootcamp/)
10:53:56	25028/25028	---M-Z	200	added ('OK')	text/html	etag:%2205e93dc3f-0;gz%22	http://demo.auburnforest.com/html/bootcamp/bootcamp/intro-profile.html	C:/My%20Web%20Sites/bootcamp/demo.auburnforest.com/html/bootcamp/bootcamp/intro-profile.html	(from http://demo.auburnforest.com/html/bootcamp/bootcamp/)
10:53:57	41340/41340	---M-Z	200	added ('OK')	text/html	etag:%2205e93dc40-0;gz%22	http://demo.auburnforest.com/html/bootcamp/bootcamp/student-profile.html	C:/My%20Web%20Sites/bootcamp/demo.auburnforest.com/html/bootcamp/bootcamp/student-profile.html	(from http://demo.auburnforest.com/html/bootcamp/bootcamp/)
10:53:57	30108/30108	---M-Z	200	added ('OK')	text/html	etag:%2205e93dc3e-0;gz%22	http://demo.auburnforest.com/html/bootcamp/bootcamp/edit-profile.html	C:/My%20Web%20Sites/bootcamp/demo.auburnforest.com/html/bootcamp/bootcamp/edit-profile.html	(from http://demo.auburnforest.com/html/bootcamp/bootcamp/)
10:53:58	26833/26833	---M-Z	200	added ('OK')	text/html	etag:%2205e93dc3d-0;gz%22	http://demo.auburnforest.com/html/bootcamp/bootcamp/blog.html	C:/My%20Web%20Sites/bootcamp/demo.auburnforest.com/html/bootcamp/bootcamp/blog.html	(from http://demo.auburnforest.com/html/bootcamp/bootcamp/)
10:53:58	21527/21527	---M-Z	200	added ('OK')	text/html	etag:%2205e93dc3e-0;gz%22	http://demo.auburnforest.com/html/bootcamp/bootcamp/blog-detail.html	C:/My%20Web%20Sites/bootcamp/demo.auburnforest.com/html/bootcamp/bootcamp/blog-detail.html	(from http://demo.auburnforest.com/html/bootcamp/bootcamp/)
10:53:59	12413/12413	---M-Z	200	added ('OK')	text/html	etag:%2205e93dc3f-0;gz%22	http://demo.auburnforest.com/html/bootcamp/bootcamp/error.html	C:/My%20Web%20Sites/bootcamp/demo.auburnforest.com/html/bootcamp/bootcamp/error.html	(from http://demo.auburnforest.com/html/bootcamp/bootcamp/)
10:53:59	16492/16492	---M-Z	200	added ('OK')	text/html	etag:%2205e93dc3d-0;gz%22	http://demo.auburnforest.com/html/bootcamp/bootcamp/contact.html	C:/My%20Web%20Sites/bootcamp/demo.auburnforest.com/html/bootcamp/bootcamp/contact.html	(from http://demo.auburnforest.com/html/bootcamp/bootcamp/)
10:54:00	3544/3544	---M--	200	added ('OK')	image/png	etag:%2205e93dc55-0;;;%22	http://demo.auburnforest.com/html/bootcamp/bootcamp/images/logo-5.png	C:/My%20Web%20Sites/bootcamp/demo.auburnforest.com/html/bootcamp/bootcamp/images/logo-5.png	(from http://demo.auburnforest.com/html/bootcamp/bootcamp/)
10:54:02	11958/11958	---M--	200	added ('OK')	image/png	etag:%2205e93dc6b-0;;;%22	http://demo.auburnforest.com/html/bootcamp/bootcamp/images/icons/icon-1.png	C:/My%20Web%20Sites/bootcamp/demo.auburnforest.com/html/bootcamp/bootcamp/images/icons/icon-1.png	(from http://demo.auburnforest.com/html/bootcamp/bootcamp/)
10:54:02	4073/4073	---M--	200	added ('OK')	image/png	etag:%2205e93dc6a-0;;;%22	http://demo.auburnforest.com/html/bootcamp/bootcamp/images/icons/icon-2.png	C:/My%20Web%20Sites/bootcamp/demo.auburnforest.com/html/bootcamp/bootcamp/images/icons/icon-2.png	(from http://demo.auburnforest.com/html/bootcamp/bootcamp/)
10:54:02	48307/48307	---M--	200	added ('OK')	image/png	etag:%2205e93dc67-0;;;%22	http://demo.auburnforest.com/html/bootcamp/bootcamp/images/background/1.png	C:/My%20Web%20Sites/bootcamp/demo.auburnforest.com/html/bootcamp/bootcamp/images/background/1.png	(from http://demo.auburnforest.com/html/bootcamp/bootcamp/)
10:54:05	30885/30885	---M--	200	added ('OK')	image/png	etag:%2205e93dc76-0;;;%22	http://demo.auburnforest.com/html/bootcamp/bootcamp/images/resource/education.png	C:/My%20Web%20Sites/bootcamp/demo.auburnforest.com/html/bootcamp/bootcamp/images/resource/education.png	(from http://demo.auburnforest.com/html/bootcamp/bootcamp/)
10:54:06	22750/22750	---M--	200	added ('OK')	image/jpeg	etag:%2205e93dc6f-0;;;%22	http://demo.auburnforest.com/html/bootcamp/bootcamp/images/resource/course-1.jpg	C:/My%20Web%20Sites/bootcamp/demo.auburnforest.com/html/bootcamp/bootcamp/images/resource/course-1.jpg	(from http://demo.auburnforest.com/html/bootcamp/bootcamp/)
10:54:06	19228/19228	---M--	200	added ('OK')	image/jpeg	etag:%2205e93dc6e-0;;;%22	http://demo.auburnforest.com/html/bootcamp/bootcamp/images/resource/course-2.jpg	C:/My%20Web%20Sites/bootcamp/demo.auburnforest.com/html/bootcamp/bootcamp/images/resource/course-2.jpg	(from http://demo.auburnforest.com/html/bootcamp/bootcamp/)
10:54:06	19339/19339	---M--	200	added ('OK')	image/jpeg	etag:%2205e93dc6d-0;;;%22	http://demo.auburnforest.com/html/bootcamp/bootcamp/images/resource/course-3.jpg	C:/My%20Web%20Sites/bootcamp/demo.auburnforest.com/html/bootcamp/bootcamp/images/resource/course-3.jpg	(from http://demo.auburnforest.com/html/bootcamp/bootcamp/)
10:54:08	24729/24729	---M--	200	added ('OK')	image/jpeg	etag:%2205e93dc6d-0;;;%22	http://demo.auburnforest.com/html/bootcamp/bootcamp/images/resource/course-4.jpg	C:/My%20Web%20Sites/bootcamp/demo.auburnforest.com/html/bootcamp/bootcamp/images/resource/course-4.jpg	(from http://demo.auburnforest.com/html/bootcamp/bootcamp/)
10:54:09	19788/19788	---M--	200	added ('OK')	image/jpeg	etag:%2205e93dc6c-0;;;%22	http://demo.auburnforest.com/html/bootcamp/bootcamp/images/resource/course-5.jpg	C:/My%20Web%20Sites/bootcamp/demo.auburnforest.com/html/bootcamp/bootcamp/images/resource/course-5.jpg	(from http://demo.auburnforest.com/html/bootcamp/bootcamp/)
10:54:10	2689/2689	---M--	200	added ('OK')	image/jpeg	etag:%2205e93dc76-0;;;%22	http://demo.auburnforest.com/html/bootcamp/bootcamp/images/resource/author-2.jpg	C:/My%20Web%20Sites/bootcamp/demo.auburnforest.com/html/bootcamp/bootcamp/images/resource/author-2.jpg	(from http://demo.auburnforest.com/html/bootcamp/bootcamp/)
10:54:11	3490/3490	---M--	200	added ('OK')	image/jpeg	etag:%2205e93dc76-0;;;%22	http://demo.auburnforest.com/html/bootcamp/bootcamp/images/resource/author-3.jpg	C:/My%20Web%20Sites/bootcamp/demo.auburnforest.com/html/bootcamp/bootcamp/images/resource/author-3.jpg	(from http://demo.auburnforest.com/html/bootcamp/bootcamp/)
10:54:12	3378/3378	---M--	200	added ('OK')	image/jpeg	etag:%2205e93dc77-0;;;%22	http://demo.auburnforest.com/html/bootcamp/bootcamp/images/resource/author-4.jpg	C:/My%20Web%20Sites/bootcamp/demo.auburnforest.com/html/bootcamp/bootcamp/images/resource/author-4.jpg	(from http://demo.auburnforest.com/html/bootcamp/bootcamp/)
10:54:13	4683/4683	---M--	200	added ('OK')	image/jpeg	etag:%2205e93dc78-0;;;%22	http://demo.auburnforest.com/html/bootcamp/bootcamp/images/resource/author-5.jpg	C:/My%20Web%20Sites/bootcamp/demo.auburnforest.com/html/bootcamp/bootcamp/images/resource/author-5.jpg	(from http://demo.auburnforest.com/html/bootcamp/bootcamp/)
10:54:13	32426/32426	---M--	200	added ('OK')	image/jpeg	etag:%2205e93dc71-0;;;%22	http://demo.auburnforest.com/html/bootcamp/bootcamp/images/resource/news-1.jpg	C:/My%20Web%20Sites/bootcamp/demo.auburnforest.com/html/bootcamp/bootcamp/images/resource/news-1.jpg	(from http://demo.auburnforest.com/html/bootcamp/bootcamp/)
10:54:14	3690/3690	---M--	200	added ('OK')	image/jpeg	etag:%2205e93dc77-0;;;%22	http://demo.auburnforest.com/html/bootcamp/bootcamp/images/resource/author-6.jpg	C:/My%20Web%20Sites/bootcamp/demo.auburnforest.com/html/bootcamp/bootcamp/images/resource/author-6.jpg	(from http://demo.auburnforest.com/html/bootcamp/bootcamp/)
10:54:14	3875/3875	---M--	200	added ('OK')	image/jpeg	etag:%2205e93dc77-0;;;%22	http://demo.auburnforest.com/html/bootcamp/bootcamp/images/resource/author-7.jpg	C:/My%20Web%20Sites/bootcamp/demo.auburnforest.com/html/bootcamp/bootcamp/images/resource/author-7.jpg	(from http://demo.auburnforest.com/html/bootcamp/bootcamp/)
10:54:15	3617/3617	---M--	200	added ('OK')	image/jpeg	etag:%2205e93dc6d-0;;;%22	http://demo.auburnforest.com/html/bootcamp/bootcamp/images/resource/author-8.jpg	C:/My%20Web%20Sites/bootcamp/demo.auburnforest.com/html/bootcamp/bootcamp/images/resource/author-8.jpg	(from http://demo.auburnforest.com/html/bootcamp/bootcamp/)
10:54:15	1821/1821	---M--	200	added ('OK')	image/jpeg	etag:%2205e93dc6d-0;;;%22	http://demo.auburnforest.com/html/bootcamp/bootcamp/images/resource/author-9.jpg	C:/My%20Web%20Sites/bootcamp/demo.auburnforest.com/html/bootcamp/bootcamp/images/resource/author-9.jpg	(from http://demo.auburnforest.com/html/bootcamp/bootcamp/)
10:54:16	4251/4251	---M--	200	added ('OK')	image/jpeg	etag:%2205e93dc75-0;;;%22	http://demo.auburnforest.com/html/bootcamp/bootcamp/images/resource/author-1.jpg	C:/My%20Web%20Sites/bootcamp/demo.auburnforest.com/html/bootcamp/bootcamp/images/resource/author-1.jpg	(from http://demo.auburnforest.com/html/bootcamp/bootcamp/)
10:54:17	3354/3354	---M--	200	added ('OK')	image/png	etag:%2205e93dc6a-0;;;%22	http://demo.auburnforest.com/html/bootcamp/bootcamp/images/icons/icon-3.png	C:/My%20Web%20Sites/bootcamp/demo.auburnforest.com/html/bootcamp/bootcamp/images/icons/icon-3.png	(from http://demo.auburnforest.com/html/bootcamp/bootcamp/)
10:54:18	3544/3544	---M--	200	added ('OK')	image/png	etag:%2205e93dc55-0;;;%22	http://demo.auburnforest.com/html/bootcamp/bootcamp/images/footer-logo.png	C:/My%20Web%20Sites/bootcamp/demo.auburnforest.com/html/bootcamp/bootcamp/images/footer-logo.png	(from http://demo.auburnforest.com/html/bootcamp/bootcamp/)
10:54:19	19371/19371	---M--	200	added ('OK')	image/png	etag:%2205e93dc66-0;;;%22	http://demo.auburnforest.com/html/bootcamp/bootcamp/images/background/3.png	C:/My%20Web%20Sites/bootcamp/demo.auburnforest.com/html/bootcamp/bootcamp/images/background/3.png	(from http://demo.auburnforest.com/html/bootcamp/bootcamp/)
10:54:21	20494/20494	---M-Z	200	added ('OK')	application/javascript	etag:%2205e93dc58-0;gz%22	http://demo.auburnforest.com/html/bootcamp/bootcamp/js/popper.min.js	C:/My%20Web%20Sites/bootcamp/demo.auburnforest.com/html/bootcamp/bootcamp/js/popper.min.js	(from http://demo.auburnforest.com/html/bootcamp/bootcamp/)
10:54:21	2427/2427	---M-Z	200	added ('OK')	application/javascript	etag:%2205e93dc57-0;gz%22	http://demo.auburnforest.com/html/bootcamp/bootcamp/js/jquery.scrollTo.js	C:/My%20Web%20Sites/bootcamp/demo.auburnforest.com/html/bootcamp/bootcamp/js/jquery.scrollTo.js	(from http://demo.auburnforest.com/html/bootcamp/bootcamp/)
10:54:25	50731/50731	---M-Z	200	added ('OK')	application/javascript	etag:%2205e93dc57-0;gz%22	http://demo.auburnforest.com/html/bootcamp/bootcamp/js/bootstrap.min.js	C:/My%20Web%20Sites/bootcamp/demo.auburnforest.com/html/bootcamp/bootcamp/js/bootstrap.min.js	(from http://demo.auburnforest.com/html/bootcamp/bootcamp/)
10:54:25	97163/97163	---M-Z	200	added ('OK')	application/javascript	etag:%2205e93dc59-0;gz%22	http://demo.auburnforest.com/html/bootcamp/bootcamp/js/jquery.js	C:/My%20Web%20Sites/bootcamp/demo.auburnforest.com/html/bootcamp/bootcamp/js/jquery.js	(from http://demo.auburnforest.com/html/bootcamp/bootcamp/)
10:54:26	141514/141514	---M--	200	added ('OK')	image/jpeg	etag:%2205e93dc76-0;;;%22	http://demo.auburnforest.com/html/bootcamp/bootcamp/images/resource/image-1.jpg	C:/My%20Web%20Sites/bootcamp/demo.auburnforest.com/html/bootcamp/bootcamp/images/resource/image-1.jpg	(from http://demo.auburnforest.com/html/bootcamp/bootcamp/)
10:54:27	40547/40547	---M-Z	200	added ('OK')	application/javascript	etag:%2205e93dc57-0;gz%22	http://demo.auburnforest.com/html/bootcamp/bootcamp/js/jquery.mCustomScrollbar.concat.min.js	C:/My%20Web%20Sites/bootcamp/demo.auburnforest.com/html/bootcamp/bootcamp/js/jquery.mCustomScrollbar.concat.min.js	(from http://demo.auburnforest.com/html/bootcamp/bootcamp/)
10:54:27	4228/4228	---M-Z	200	added ('OK')	application/javascript	etag:%2205e93dc56-0;gz%22	http://demo.auburnforest.com/html/bootcamp/bootcamp/js/appear.js	C:/My%20Web%20Sites/bootcamp/demo.auburnforest.com/html/bootcamp/bootcamp/js/appear.js	(from http://demo.auburnforest.com/html/bootcamp/bootcamp/)
10:54:28	2133/2133	---M-Z	200	added ('OK')	application/javascript	etag:%2205e93dc56-0;gz%22	http://demo.auburnforest.com/html/bootcamp/bootcamp/js/element-in-view.js	C:/My%20Web%20Sites/bootcamp/demo.auburnforest.com/html/bootcamp/bootcamp/js/element-in-view.js	(from http://demo.auburnforest.com/html/bootcamp/bootcamp/)
10:54:29	2771/2771	---M-Z	200	added ('OK')	application/javascript	etag:%2205e93dc56-0;gz%22	http://demo.auburnforest.com/html/bootcamp/bootcamp/js/jquery.paroller.min.js	C:/My%20Web%20Sites/bootcamp/demo.auburnforest.com/html/bootcamp/bootcamp/js/jquery.paroller.min.js	(from http://demo.auburnforest.com/html/bootcamp/bootcamp/)
10:54:30	17314/17314	---M-Z	200	added ('OK')	application/javascript	etag:%2205e93dc58-0;gz%22	http://demo.auburnforest.com/html/bootcamp/bootcamp/js/parallax.min.js	C:/My%20Web%20Sites/bootcamp/demo.auburnforest.com/html/bootcamp/bootcamp/js/parallax.min.js	(from http://demo.auburnforest.com/html/bootcamp/bootcamp/)
10:54:31	78312/78312	---M-Z	200	added ('OK')	application/javascript	etag:%2205e93dc56-0;gz%22	http://demo.auburnforest.com/html/bootcamp/bootcamp/js/swiper.min.js	C:/My%20Web%20Sites/bootcamp/demo.auburnforest.com/html/bootcamp/bootcamp/js/swiper.min.js	(from http://demo.auburnforest.com/html/bootcamp/bootcamp/)
10:54:31	5693/5693	---M-Z	200	added ('OK')	application/javascript	etag:%2205e93dc58-0;gz%22	http://demo.auburnforest.com/html/bootcamp/bootcamp/js/tilt.jquery.min.js	C:/My%20Web%20Sites/bootcamp/demo.auburnforest.com/html/bootcamp/bootcamp/js/tilt.jquery.min.js	(from http://demo.auburnforest.com/html/bootcamp/bootcamp/)
10:54:31	154104/154104	---M-Z	200	added ('OK')	application/javascript	etag:%2205e93dc57-0;gz%22	http://demo.auburnforest.com/html/bootcamp/bootcamp/js/jquery.fancybox.js	C:/My%20Web%20Sites/bootcamp/demo.auburnforest.com/html/bootcamp/bootcamp/js/jquery.fancybox.js	(from http://demo.auburnforest.com/html/bootcamp/bootcamp/)
10:54:32	6967/6967	---M-Z	200	added ('OK')	application/javascript	etag:%2205e93dc57-0;gz%22	http://demo.auburnforest.com/html/bootcamp/bootcamp/js/jquery.easing.min.js	C:/My%20Web%20Sites/bootcamp/demo.auburnforest.com/html/bootcamp/bootcamp/js/jquery.easing.min.js	(from http://demo.auburnforest.com/html/bootcamp/bootcamp/)
10:54:33	6299/6299	---M-Z	200	added ('OK')	application/javascript	etag:%2205e93dc56-0;gz%22	http://demo.auburnforest.com/html/bootcamp/bootcamp/js/wow.js	C:/My%20Web%20Sites/bootcamp/demo.auburnforest.com/html/bootcamp/bootcamp/js/wow.js	(from http://demo.auburnforest.com/html/bootcamp/bootcamp/)
10:54:34	12637/12637	---M-Z	200	added ('OK')	application/javascript	etag:%2205e93dc57-0;gz%22	http://demo.auburnforest.com/html/bootcamp/bootcamp/js/script.js	C:/My%20Web%20Sites/bootcamp/demo.auburnforest.com/html/bootcamp/bootcamp/js/script.js	(from http://demo.auburnforest.com/html/bootcamp/bootcamp/)
10:54:34	34835/34835	---M-Z	200	added ('OK')	text/css	etag:%2205e93dc53-0;gz%22	http://demo.auburnforest.com/html/bootcamp/bootcamp/css/font-awesome.css	C:/My%20Web%20Sites/bootcamp/demo.auburnforest.com/html/bootcamp/bootcamp/css/font-awesome.css	(from http://demo.auburnforest.com/html/bootcamp/bootcamp/css/main.css)
10:54:35	85303/85303	---M-Z	200	added ('OK')	application/javascript	etag:%2205e93dc56-0;gz%22	http://demo.auburnforest.com/html/bootcamp/bootcamp/js/owl.js	C:/My%20Web%20Sites/bootcamp/demo.auburnforest.com/html/bootcamp/bootcamp/js/owl.js	(from http://demo.auburnforest.com/html/bootcamp/bootcamp/)
10:54:35	75690/75690	---M-Z	200	added ('OK')	text/css	etag:%2205e93dc52-0;gz%22	http://demo.auburnforest.com/html/bootcamp/bootcamp/css/animate.css	C:/My%20Web%20Sites/bootcamp/demo.auburnforest.com/html/bootcamp/bootcamp/css/animate.css	(from http://demo.auburnforest.com/html/bootcamp/bootcamp/css/main.css)
10:54:36	4112/4112	---M-Z	200	added ('OK')	text/css	etag:%2205e93dc52-0;gz%22	http://demo.auburnforest.com/html/bootcamp/bootcamp/css/owl.css	C:/My%20Web%20Sites/bootcamp/demo.auburnforest.com/html/bootcamp/bootcamp/css/owl.css	(from http://demo.auburnforest.com/html/bootcamp/bootcamp/css/main.css)
10:54:36	19999/19999	---M-Z	200	added ('OK')	text/css	etag:%2205e93dc52-0;gz%22	http://demo.auburnforest.com/html/bootcamp/bootcamp/css/swiper.css	C:/My%20Web%20Sites/bootcamp/demo.auburnforest.com/html/bootcamp/bootcamp/css/swiper.css	(from http://demo.auburnforest.com/html/bootcamp/bootcamp/css/main.css)
10:54:36	11614/11614	---M-Z	200	added ('OK')	text/css	etag:%2205e93dc53-0;gz%22	http://demo.auburnforest.com/html/bootcamp/bootcamp/css/flaticon.css	C:/My%20Web%20Sites/bootcamp/demo.auburnforest.com/html/bootcamp/bootcamp/css/flaticon.css	(from http://demo.auburnforest.com/html/bootcamp/bootcamp/css/main.css)
10:54:37	35979/35979	---M-Z	200	added ('OK')	text/css	etag:%2205e93dc53-0;gz%22	http://demo.auburnforest.com/html/bootcamp/bootcamp/css/jquery-ui.css	C:/My%20Web%20Sites/bootcamp/demo.auburnforest.com/html/bootcamp/bootcamp/css/jquery-ui.css	(from http://demo.auburnforest.com/html/bootcamp/bootcamp/css/main.css)
10:54:37	12310/12310	---M-Z	200	added ('OK')	text/css	etag:%2205e93dc51-0;gz%22	http://demo.auburnforest.com/html/bootcamp/bootcamp/css/custom-animate.css	C:/My%20Web%20Sites/bootcamp/demo.auburnforest.com/html/bootcamp/bootcamp/css/custom-animate.css	(from http://demo.auburnforest.com/html/bootcamp/bootcamp/css/main.css)
10:54:38	13735/13735	---M-Z	200	added ('OK')	text/css	etag:%2205e93dc51-0;gz%22	http://demo.auburnforest.com/html/bootcamp/bootcamp/css/jquery.fancybox.min.css	C:/My%20Web%20Sites/bootcamp/demo.auburnforest.com/html/bootcamp/bootcamp/css/jquery.fancybox.min.css	(from http://demo.auburnforest.com/html/bootcamp/bootcamp/css/main.css)
10:54:38	772/772	---M-Z	200	added ('OK')	text/css	etag:%2205e93dc53-0;gz%22	http://demo.auburnforest.com/html/bootcamp/bootcamp/css/jquery.bootstrap-touchspin.css	C:/My%20Web%20Sites/bootcamp/demo.auburnforest.com/html/bootcamp/bootcamp/css/jquery.bootstrap-touchspin.css	(from http://demo.auburnforest.com/html/bootcamp/bootcamp/css/main.css)
10:54:39	42907/42907	---M-Z	200	added ('OK')	text/css	etag:%2205e93dc53-0;gz%22	http://demo.auburnforest.com/html/bootcamp/bootcamp/css/jquery.mCustomScrollbar.min.css	C:/My%20Web%20Sites/bootcamp/demo.auburnforest.com/html/bootcamp/bootcamp/css/jquery.mCustomScrollbar.min.css	(from http://demo.auburnforest.com/html/bootcamp/bootcamp/css/main.css)
10:54:39	852/852	---M-Z	200	added ('OK')	image/svg+xml	etag:%2205e93dc6c-0;gz%22	http://demo.auburnforest.com/html/bootcamp/bootcamp/images/icons/preloader.svg	C:/My%20Web%20Sites/bootcamp/demo.auburnforest.com/html/bootcamp/bootcamp/images/icons/preloader.svg	(from http://demo.auburnforest.com/html/bootcamp/bootcamp/css/main.css)
